State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
Arizona,4,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,398,7016270,5.7
Arizona,4,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,579,7016270,8.3
Arizona,4,Accidental poisoning by and exposure to alcohol,X45,95,7016270,1.4
Arizona,4,Exposure to unspecified factor causing fracture,X59.0,18,7016270,Unreliable
Arizona,4,Exposure to unspecified factor causing other and unspecified injury,X59.9,44,7016270,0.6
Arizona,4,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,26,7016270,0.4
Arizona,4,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,21,7016270,0.3
Arizona,4,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,88,7016270,1.3
Arizona,4,Intentional self-poisoning by and exposure to other gases and vapours,X67,24,7016270,0.3
Arizona,4,"Intentional self-harm by hanging, strangulation and suffocation",X70,279,7016270,4
Arizona,4,Intentional self-harm by handgun discharge,X72,100,7016270,1.4
Arizona,4,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,61,7016270,0.9
Arizona,4,Intentional self-harm by other and unspecified firearm discharge,X74,631,7016270,9
Arizona,4,Intentional self-harm by sharp object,X78,21,7016270,0.3
Arizona,4,Intentional self-harm by jumping from a high place,X80,19,7016270,Unreliable
Arizona,4,Intentional self-harm by jumping or lying before moving object,X81,21,7016270,0.3
Arizona,4,"Assault by hanging, strangulation and suffocation",X91,16,7016270,Unreliable
Arizona,4,"Assault by rifle, shotgun and larger firearm discharge",X94,15,7016270,Unreliable
Arizona,4,Assault by other and unspecified firearm discharge,X95,288,7016270,4.1
Arizona,4,Assault by sharp object,X99,49,7016270,0.7
Arizona,4,Assault by unspecified means,Y09,49,7016270,0.7
Arizona,4,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Y11,13,7016270,Unreliable
Arizona,4,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,17,7016270,Unreliable
Arizona,4,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,58,7016270,0.8
Arizona,4,"Hanging, strangulation and suffocation, undetermined intent",Y20,13,7016270,Unreliable
Arizona,4,"Other and unspecified firearm discharge, undetermined intent",Y24,18,7016270,Unreliable
Arizona,4,"Unspecified event, undetermined intent",Y34,24,7016270,0.3
Arizona,4,Legal intervention involving firearm discharge,Y35.0,10,7016270,Unreliable
Arizona,4,Surgical operation with transplant of whole organ,Y83.0,11,7016270,Unreliable
Arizona,4,Surgical operation with implant of artificial internal device,Y83.1,15,7016270,Unreliable
Arizona,4,"Surgical procedure, unspecified",Y83.9,14,7016270,Unreliable
Arizona,4,Sequelae of motor-vehicle accident,Y85.0,37,7016270,0.5
Arizona,4,Sequelae of other accidents,Y86,32,7016270,0.5
Arkansas,5,Enterocolitis due to Clostridium difficile,A04.7,45,3004279,1.5
Arkansas,5,Gastroenteritis and colitis of unspecified origin,A09.9,22,3004279,0.7
Arkansas,5,Septicaemia due to other Gram-negative organisms,A41.5,14,3004279,Unreliable
Arkansas,5,"Septicaemia, unspecified",A41.9,427,3004279,14.2
Arkansas,5,"Staphylococcal infection, unspecified",A49.0,11,3004279,Unreliable
Arkansas,5,Chronic viral hepatitis C,B18.2,57,3004279,1.9
Arkansas,5,Unspecified human immunodeficiency virus [HIV] disease,B24,15,3004279,Unreliable
Arkansas,5,"Tongue, unspecified - Malignant neoplasms",C02.9,20,3004279,0.7
Arkansas,5,"Pharynx, unspecified - Malignant neoplasms",C14.0,27,3004279,0.9
Arkansas,5,"Oesophagus, unspecified - Malignant neoplasms",C15.9,124,3004279,4.1
Arkansas,5,"Stomach, unspecified - Malignant neoplasms",C16.9,90,3004279,3
Arkansas,5,Sigmoid colon - Malignant neoplasms,C18.7,16,3004279,Unreliable
Arkansas,5,"Colon, unspecified - Malignant neoplasms",C18.9,419,3004279,13.9
Arkansas,5,Malignant neoplasm of rectosigmoid junction,C19,36,3004279,1.2
Arkansas,5,Malignant neoplasm of rectum,C20,72,3004279,2.4
Arkansas,5,"Anus, unspecified - Malignant neoplasms",C21.0,12,3004279,Unreliable
Arkansas,5,Liver cell carcinoma - Malignant neoplasms,C22.0,93,3004279,3.1
Arkansas,5,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,48,3004279,1.6
Arkansas,5,"Liver, unspecified - Malignant neoplasms",C22.9,124,3004279,4.1
Arkansas,5,Malignant neoplasm of gallbladder,C23,17,3004279,Unreliable
Arkansas,5,Extrahepatic bile duct - Malignant neoplasms,C24.0,11,3004279,Unreliable
Arkansas,5,Head of pancreas - Malignant neoplasms,C25.0,16,3004279,Unreliable
Arkansas,5,"Pancreas, unspecified - Malignant neoplasms",C25.9,400,3004279,13.3
Arkansas,5,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,13,3004279,Unreliable
Arkansas,5,"Larynx, unspecified - Malignant neoplasms",C32.9,38,3004279,1.3
Arkansas,5,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,47,3004279,1.6
Arkansas,5,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,21,3004279,0.7
Arkansas,5,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,1877,3004279,62.5
Arkansas,5,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,19,3004279,Unreliable
Arkansas,5,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,51,3004279,1.7
Arkansas,5,Skin of scalp and neck - Malignant neoplasms,C44.4,14,3004279,Unreliable
Arkansas,5,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,25,3004279,0.8
Arkansas,5,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,13,3004279,Unreliable
Arkansas,5,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,30,3004279,1
Arkansas,5,"Breast, unspecified - Malignant neoplasms",C50.9,418,3004279,13.9
Arkansas,5,"Vulva, unspecified - Malignant neoplasms",C51.9,11,3004279,Unreliable
Arkansas,5,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,54,3004279,1.8
Arkansas,5,Endometrium - Malignant neoplasms,C54.1,54,3004279,1.8
Arkansas,5,"Malignant neoplasm of uterus, part unspecified",C55,48,3004279,1.6
Arkansas,5,Malignant neoplasm of ovary,C56,155,3004279,5.2
Arkansas,5,Malignant neoplasm of prostate,C61,267,3004279,8.9
Arkansas,5,"Malignant neoplasm of kidney, except renal pelvis",C64,174,3004279,5.8
Arkansas,5,"Bladder, unspecified - Malignant neoplasms",C67.9,158,3004279,5.3
Arkansas,5,"Brain, unspecified - Malignant neoplasms",C71.9,141,3004279,4.7
Arkansas,5,Malignant neoplasm of thyroid gland,C73,16,3004279,Unreliable
Arkansas,5,"Head, face and neck - Malignant neoplasms",C76.0,10,3004279,Unreliable
Arkansas,5,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,16,3004279,Unreliable
Arkansas,5,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,20,3004279,0.7
Arkansas,5,Malignant neoplasm without specification of site,C80,307,3004279,10.2
Arkansas,5,"Hodgkin disease, unspecified",C81.9,12,3004279,Unreliable
Arkansas,5,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,14,3004279,Unreliable
Arkansas,5,Non-Hodgkin lymphoma large cell (diffuse),C83.3,30,3004279,1
Arkansas,5,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,26,3004279,0.9
Arkansas,5,"Non-Hodgkin lymphoma, unspecified type",C85.9,106,3004279,3.5
Arkansas,5,Multiple myeloma - Malignant neoplasms,C90.0,120,3004279,4
Arkansas,5,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,23,3004279,0.8
Arkansas,5,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,41,3004279,1.4
Arkansas,5,Acute myeloid leukaemia - Malignant neoplasms,C92.0,88,3004279,2.9
Arkansas,5,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,11,3004279,Unreliable
Arkansas,5,"Leukaemia, unspecified - Malignant neoplasms",C95.9,35,3004279,1.2
Arkansas,5,Malignant neoplasms of independent (primary) multiple sites,C97,85,3004279,2.8
Arkansas,5,"Brain, unspecified - Uncertain neoplasms",D43.2,15,3004279,Unreliable
Arkansas,5,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,59,3004279,2
Arkansas,5,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,12,3004279,Unreliable
Arkansas,5,"Anaemia, unspecified",D64.9,29,3004279,1
Arkansas,5,"Insulin-dependent diabetes mellitus, with renal complications",E10.2,11,3004279,Unreliable
Arkansas,5,"Insulin-dependent diabetes mellitus, without complications",E10.9,21,3004279,0.7
Arkansas,5,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,90,3004279,3
Arkansas,5,"Non-insulin-dependent diabetes mellitus, with multiple complications",E11.7,12,3004279,Unreliable
Arkansas,5,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,141,3004279,4.7
Arkansas,5,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,28,3004279,0.9
Arkansas,5,"Unspecified diabetes mellitus, with renal complications",E14.2,189,3004279,6.3
Arkansas,5,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,24,3004279,0.8
Arkansas,5,"Unspecified diabetes mellitus, with multiple complications",E14.7,19,3004279,Unreliable
Arkansas,5,"Unspecified diabetes mellitus, without complications",E14.9,613,3004279,20.4
Arkansas,5,Unspecified severe protein-energy malnutrition,E43,73,3004279,2.4
Arkansas,5,Unspecified protein-energy malnutrition,E46,61,3004279,2
Arkansas,5,Other obesity,E66.8,44,3004279,1.5
Arkansas,5,"Obesity, unspecified",E66.9,25,3004279,0.8
Arkansas,5,Pure hypercholesterolaemia,E78.0,11,3004279,Unreliable
Arkansas,5,"Hyperlipidaemia, unspecified",E78.5,57,3004279,1.9
Arkansas,5,Volume depletion,E86,19,3004279,Unreliable
Arkansas,5,Acidosis,E87.2,30,3004279,1
Arkansas,5,Hyperkalaemia,E87.5,10,3004279,Unreliable
Arkansas,5,"Metabolic disorder, unspecified",E88.9,48,3004279,1.6
Arkansas,5,"Vascular dementia, unspecified",F01.9,71,3004279,2.4
Arkansas,5,Unspecified dementia,F03,752,3004279,25
Arkansas,5,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,19,3004279,Unreliable
Arkansas,5,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,23,3004279,0.8
Arkansas,5,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,13,3004279,Unreliable
Arkansas,5,Huntington disease,G10,16,3004279,Unreliable
Arkansas,5,Motor neuron disease,G12.2,61,3004279,2
Arkansas,5,Parkinson disease,G20,294,3004279,9.8
Arkansas,5,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],G23.1,20,3004279,0.7
Arkansas,5,Alzheimer disease with late onset,G30.1,48,3004279,1.6
Arkansas,5,"Alzheimer disease, unspecified",G30.9,1386,3004279,46.1
Arkansas,5,Circumscribed brain atrophy,G31.0,14,3004279,Unreliable
Arkansas,5,"Senile degeneration of brain, not elsewhere classified",G31.1,400,3004279,13.3
Arkansas,5,Other specified degenerative diseases of nervous system,G31.8,54,3004279,1.8
Arkansas,5,Multiple sclerosis,G35,39,3004279,1.3
Arkansas,5,"Epilepsy, unspecified",G40.9,12,3004279,Unreliable
Arkansas,5,"Status epilepticus, unspecified",G41.9,12,3004279,Unreliable
Arkansas,5,Myasthenia gravis,G70.0,11,3004279,Unreliable
Arkansas,5,Muscular dystrophy,G71.0,11,3004279,Unreliable
Arkansas,5,"Infantile cerebral palsy, unspecified",G80.9,28,3004279,0.9
Arkansas,5,"Anoxic brain damage, not elsewhere classified",G93.1,81,3004279,2.7
Arkansas,5,"Encephalopathy, unspecified",G93.4,24,3004279,0.8
Arkansas,5,"Mitral valve disease, unspecified",I05.9,11,3004279,Unreliable
Arkansas,5,Essential (primary) hypertension,I10,303,3004279,10.1
Arkansas,5,Hypertensive heart disease with (congestive) heart failure,I11.0,337,3004279,11.2
Arkansas,5,Hypertensive heart disease without (congestive) heart failure,I11.9,461,3004279,15.3
Arkansas,5,Hypertensive renal disease with renal failure,I12.0,91,3004279,3
Arkansas,5,Hypertensive heart and renal disease with renal failure,I13.1,23,3004279,0.8
Arkansas,5,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,54,3004279,1.8
Arkansas,5,Acute subendocardial myocardial infarction,I21.4,88,3004279,2.9
Arkansas,5,"Acute myocardial infarction, unspecified",I21.9,3063,3004279,102
Arkansas,5,"Acute ischaemic heart disease, unspecified",I24.9,17,3004279,Unreliable
Arkansas,5,"Atherosclerotic cardiovascular disease, so described",I25.0,361,3004279,12
Arkansas,5,Atherosclerotic heart disease,I25.1,1477,3004279,49.2
Arkansas,5,Ischaemic cardiomyopathy,I25.5,89,3004279,3
Arkansas,5,Other forms of chronic ischaemic heart disease,I25.8,21,3004279,0.7
Arkansas,5,"Chronic ischaemic heart disease, unspecified",I25.9,86,3004279,2.9
Arkansas,5,Pulmonary embolism without mention of acute cor pulmonale,I26.9,98,3004279,3.3
Arkansas,5,Other secondary pulmonary hypertension,I27.2,54,3004279,1.8
Arkansas,5,"Pulmonary heart disease, unspecified",I27.9,26,3004279,0.9
Arkansas,5,Acute and subacute infective endocarditis,I33.0,10,3004279,Unreliable
Arkansas,5,Mitral (valve) insufficiency,I34.0,21,3004279,0.7
Arkansas,5,Aortic (valve) stenosis,I35.0,114,3004279,3.8
Arkansas,5,"Aortic valve disorder, unspecified",I35.9,13,3004279,Unreliable
Arkansas,5,"Endocarditis, valve unspecified",I38,42,3004279,1.4
Arkansas,5,Dilated cardiomyopathy,I42.0,30,3004279,1
Arkansas,5,"Cardiomyopathy, unspecified",I42.9,98,3004279,3.3
Arkansas,5,Other specified conduction disorders,I45.8,11,3004279,Unreliable
Arkansas,5,"Cardiac arrest, unspecified",I46.9,100,3004279,3.3
Arkansas,5,Ventricular tachycardia,I47.2,12,3004279,Unreliable
Arkansas,5,Atrial fibrillation and flutter,I48,220,3004279,7.3
Arkansas,5,Ventricular fibrillation and flutter,I49.0,13,3004279,Unreliable
Arkansas,5,"Cardiac arrhythmia, unspecified",I49.9,75,3004279,2.5
Arkansas,5,Congestive heart failure,I50.0,723,3004279,24.1
Arkansas,5,"Heart failure, unspecified",I50.9,196,3004279,6.5
Arkansas,5,"Myocarditis, unspecified",I51.4,11,3004279,Unreliable
Arkansas,5,"Cardiovascular disease, unspecified",I51.6,74,3004279,2.5
Arkansas,5,Cardiomegaly,I51.7,10,3004279,Unreliable
Arkansas,5,Other ill-defined heart diseases,I51.8,13,3004279,Unreliable
Arkansas,5,"Heart disease, unspecified",I51.9,94,3004279,3.1
Arkansas,5,"Subarachnoid haemorrhage, unspecified",I60.9,42,3004279,1.4
Arkansas,5,Intracerebral haemorrhage in brain stem,I61.3,11,3004279,Unreliable
Arkansas,5,"Intracerebral haemorrhage, intraventricular",I61.5,16,3004279,Unreliable
Arkansas,5,"Intracerebral haemorrhage, unspecified",I61.9,147,3004279,4.9
Arkansas,5,Subdural haemorrhage (acute)(nontraumatic),I62.0,51,3004279,1.7
Arkansas,5,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,79,3004279,2.6
Arkansas,5,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63.2,12,3004279,Unreliable
Arkansas,5,Cerebral infarction due to embolism of cerebral arteries,I63.4,23,3004279,0.8
Arkansas,5,"Cerebral infarction, unspecified",I63.9,245,3004279,8.2
Arkansas,5,"Stroke, not specified as haemorrhage or infarction",I64,621,3004279,20.7
Arkansas,5,Cerebral atherosclerosis,I67.2,10,3004279,Unreliable
Arkansas,5,Other specified cerebrovascular diseases,I67.8,13,3004279,Unreliable
Arkansas,5,"Cerebrovascular disease, unspecified",I67.9,68,3004279,2.3
Arkansas,5,Sequelae of cerebral infarction,I69.3,31,3004279,1
Arkansas,5,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,113,3004279,3.8
Arkansas,5,Sequelae of other and unspecified cerebrovascular diseases,I69.8,64,3004279,2.1
Arkansas,5,Generalized and unspecified atherosclerosis,I70.9,23,3004279,0.8
Arkansas,5,Dissection of aorta [any part],I71.0,33,3004279,1.1
Arkansas,5,"Abdominal aortic aneurysm, ruptured",I71.3,28,3004279,0.9
Arkansas,5,"Abdominal aortic aneurysm, without mention of rupture",I71.4,16,3004279,Unreliable
Arkansas,5,"Peripheral vascular disease, unspecified",I73.9,84,3004279,2.8
Arkansas,5,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,25,3004279,0.8
Arkansas,5,"Influenza with pneumonia, influenza virus identified",J10.0,16,3004279,Unreliable
Arkansas,5,"Influenza with pneumonia, virus not identified",J11.0,26,3004279,0.9
Arkansas,5,"Influenza with other respiratory manifestations, virus not identified",J11.1,20,3004279,0.7
Arkansas,5,Pneumonia due to staphylococcus,J15.2,11,3004279,Unreliable
Arkansas,5,"Bacterial pneumonia, unspecified",J15.9,42,3004279,1.4
Arkansas,5,"Lobar pneumonia, unspecified",J18.1,10,3004279,Unreliable
Arkansas,5,"Pneumonia, unspecified",J18.9,563,3004279,18.7
Arkansas,5,"Emphysema, unspecified",J43.9,95,3004279,3.2
Arkansas,5,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,259,3004279,8.6
Arkansas,5,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,94,3004279,3.1
Arkansas,5,Other specified chronic obstructive pulmonary disease,J44.8,18,3004279,Unreliable
Arkansas,5,"Chronic obstructive pulmonary disease, unspecified",J44.9,1998,3004279,66.5
Arkansas,5,"Asthma, unspecified",J45.9,30,3004279,1
Arkansas,5,Pneumonitis due to food and vomit,J69.0,165,3004279,5.5
Arkansas,5,Adult respiratory distress syndrome,J80,19,3004279,Unreliable
Arkansas,5,Pulmonary oedema,J81,17,3004279,Unreliable
Arkansas,5,Other interstitial pulmonary diseases with fibrosis,J84.1,143,3004279,4.8
Arkansas,5,"Interstitial pulmonary disease, unspecified",J84.9,52,3004279,1.7
Arkansas,5,"Pleural effusion, not elsewhere classified",J90,10,3004279,Unreliable
Arkansas,5,Acute respiratory failure,J96.0,20,3004279,0.7
Arkansas,5,Chronic respiratory failure,J96.1,25,3004279,0.8
Arkansas,5,"Respiratory failure, unspecified",J96.9,30,3004279,1
Arkansas,5,Other disorders of lung,J98.4,28,3004279,0.9
Arkansas,5,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,11,3004279,Unreliable
Arkansas,5,Other specified diseases of stomach and duodenum,K31.8,10,3004279,Unreliable
Arkansas,5,Diaphragmatic hernia without obstruction or gangrene,K44.9,11,3004279,Unreliable
Arkansas,5,Acute vascular disorders of intestine,K55.0,14,3004279,Unreliable
Arkansas,5,"Vascular disorder of intestine, unspecified",K55.9,57,3004279,1.9
Arkansas,5,Other and unspecified intestinal obstruction,K56.6,58,3004279,1.9
Arkansas,5,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,18,3004279,Unreliable
Arkansas,5,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,10,3004279,Unreliable
Arkansas,5,Perforation of intestine (nontraumatic),K63.1,31,3004279,1
Arkansas,5,Alcoholic hepatitis,K70.1,21,3004279,0.7
Arkansas,5,Alcoholic cirrhosis of liver,K70.3,122,3004279,4.1
Arkansas,5,Alcoholic hepatic failure,K70.4,19,3004279,Unreliable
Arkansas,5,"Alcoholic liver disease, unspecified",K70.9,11,3004279,Unreliable
Arkansas,5,Acute and subacute hepatic failure,K72.0,10,3004279,Unreliable
Arkansas,5,"Hepatic failure, unspecified",K72.9,35,3004279,1.2
Arkansas,5,Other and unspecified cirrhosis of liver,K74.6,217,3004279,7.2
Arkansas,5,"Fatty (change of) liver, not elsewhere classified",K76.0,23,3004279,0.8
Arkansas,5,"Liver disease, unspecified",K76.9,50,3004279,1.7
Arkansas,5,Acute cholecystitis,K81.0,21,3004279,0.7
Arkansas,5,"Acute pancreatitis, unspecified",K85.9,34,3004279,1.1
Arkansas,5,"Gastrointestinal haemorrhage, unspecified",K92.2,118,3004279,3.9
Arkansas,5,"Decubitus ulcer and pressure area, unspecified",L89.9,16,3004279,Unreliable
Arkansas,5,"Rheumatoid arthritis, unspecified",M06.9,17,3004279,Unreliable
Arkansas,5,Systemic lupus erythematosus with organ or system involvement,M32.1,17,3004279,Unreliable
Arkansas,5,"Osteomyelitis, unspecified",M86.9,17,3004279,Unreliable
Arkansas,5,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,10,3004279,Unreliable
Arkansas,5,"Acute renal failure, unspecified",N17.9,123,3004279,4.1
Arkansas,5,"Chronic kidney disease, stage 3",N18.3,11,3004279,Unreliable
Arkansas,5,"Chronic kidney disease, stage 4",N18.4,21,3004279,0.7
Arkansas,5,"Chronic kidney disease, stage 5",N18.5,317,3004279,10.6
Arkansas,5,"Chronic renal failure, unspecified",N18.9,121,3004279,4
Arkansas,5,Unspecified renal failure,N19,119,3004279,4
Arkansas,5,Other specified disorders of kidney and ureter,N28.8,29,3004279,1
Arkansas,5,"Disorder of kidney and ureter, unspecified",N28.9,21,3004279,0.7
Arkansas,5,"Urinary tract infection, site not specified",N39.0,155,3004279,5.2
Arkansas,5,Newborn affected by other forms of placental separation and haemorrhage,P02.1,10,3004279,Unreliable
Arkansas,5,Extreme immaturity,P07.2,34,3004279,1.1
Arkansas,5,"Down syndrome, unspecified",Q90.9,13,3004279,Unreliable
Arkansas,5,Other specified general symptoms and signs,R68.8,10,3004279,Unreliable
Arkansas,5,Sudden infant death syndrome - SIDS,R95,27,3004279,0.9
Arkansas,5,Other ill-defined and unspecified causes of mortality,R99,92,3004279,3.1
Arkansas,5,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,39,3004279,1.3
Arkansas,5,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V29.4,12,3004279,Unreliable
Arkansas,5,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,12,3004279,Unreliable
Arkansas,5,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident",V48.9,11,3004279,Unreliable
Arkansas,5,Car occupant [any] injured in unspecified traffic accident,V49.9,13,3004279,Unreliable
Arkansas,5,Person injured in collision between other specified motor vehicles (traffic),V87.7,112,3004279,3.7
Arkansas,5,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,221,3004279,7.4
Arkansas,5,"Fall on same level from slipping, tripping and stumbling",W01,13,3004279,Unreliable
Arkansas,5,Fall involving bed,W06,12,3004279,Unreliable
Arkansas,5,"Fall from, out of or through building or structure",W13,13,3004279,Unreliable
Arkansas,5,Other fall on same level,W18,72,3004279,2.4
Arkansas,5,Unspecified fall,W19,153,3004279,5.1
Arkansas,5,"Struck by thrown, projected or falling object",W20,12,3004279,Unreliable
Arkansas,5,Discharge from other and unspecified firearms,W34,13,3004279,Unreliable
Arkansas,5,Drowning and submersion while in natural water,W69,34,3004279,1.1
Arkansas,5,Accidental suffocation and strangulation in bed,W75,24,3004279,0.8
Arkansas,5,Inhalation of gastric contents,W78,11,3004279,Unreliable
Arkansas,5,Inhalation and ingestion of food causing obstruction of respiratory tract,W79,12,3004279,Unreliable
Arkansas,5,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,30,3004279,1
Arkansas,5,Exposure to uncontrolled fire in building or structure,X00,49,3004279,1.6
Arkansas,5,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,64,3004279,2.1
Arkansas,5,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,73,3004279,2.4
Arkansas,5,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,190,3004279,6.3
Arkansas,5,Accidental poisoning by and exposure to alcohol,X45,27,3004279,0.9
Arkansas,5,Accidental poisoning by and exposure to other gases and vapours,X47,18,3004279,Unreliable
Arkansas,5,Exposure to unspecified factor causing fracture,X59.0,39,3004279,1.3
Arkansas,5,Exposure to unspecified factor causing other and unspecified injury,X59.9,27,3004279,0.9
Arkansas,5,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,17,3004279,Unreliable
Arkansas,5,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,41,3004279,1.4
Arkansas,5,Intentional self-poisoning by and exposure to other gases and vapours,X67,10,3004279,Unreliable
Arkansas,5,"Intentional self-harm by hanging, strangulation and suffocation",X70,132,3004279,4.4
Arkansas,5,Intentional self-harm by handgun discharge,X72,53,3004279,1.8
Arkansas,5,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,35,3004279,1.2
Arkansas,5,Intentional self-harm by other and unspecified firearm discharge,X74,304,3004279,10.1
Arkansas,5,Intentional self-harm by sharp object,X78,10,3004279,Unreliable
Arkansas,5,"Assault by hanging, strangulation and suffocation",X91,10,3004279,Unreliable
Arkansas,5,"Assault by rifle, shotgun and larger firearm discharge",X94,15,3004279,Unreliable
Arkansas,5,Assault by other and unspecified firearm discharge,X95,176,3004279,5.9
Arkansas,5,Assault by sharp object,X99,27,3004279,0.9
Arkansas,5,Assault by unspecified means,Y09,23,3004279,0.8
Arkansas,5,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,33,3004279,1.1
Arkansas,5,Surgical operation with implant of artificial internal device,Y83.1,14,3004279,Unreliable
Arkansas,5,"Surgical operation with anastomosis, bypass or graft",Y83.2,10,3004279,Unreliable
Arkansas,5,"Surgical procedure, unspecified",Y83.9,14,3004279,Unreliable
California,6,Enterocolitis due to Clostridium difficile,A04.7,729,39536653,1.8
California,6,Other and unspecified gastroenteritis and colitis of infectious origin,A09.0,39,39536653,0.1
California,6,Gastroenteritis and colitis of unspecified origin,A09.9,161,39536653,0.4
California,6,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",A16.2,60,39536653,0.2
California,6,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",A16.9,13,39536653,Unreliable
California,6,Tuberculosis of bones and joints,A18.0,16,39536653,Unreliable
California,6,"Miliary tuberculosis, unspecified",A19.9,12,39536653,Unreliable
California,6,Pulmonary mycobacterial infection,A31.0,29,39536653,0.1
California,6,Septicaemia due to Streptococcus pneumoniae,A40.3,10,39536653,Unreliable
California,6,"Streptococcal septicaemia, unspecified",A40.9,19,39536653,Unreliable
California,6,Septicaemia due to Staphylococcus aureus,A41.0,39,39536653,0.1
California,6,Septicaemia due to unspecified staphylococcus,A41.2,13,39536653,Unreliable
California,6,Septicaemia due to other Gram-negative organisms,A41.5,81,39536653,0.2
California,6,"Septicaemia, unspecified",A41.9,1344,39536653,3.4
California,6,Legionnaires disease,A48.1,10,39536653,Unreliable
California,6,"Staphylococcal infection, unspecified",A49.0,44,39536653,0.1
California,6,"Streptococcal infection, unspecified",A49.1,25,39536653,0.1
California,6,Other bacterial infections of unspecified site,A49.8,17,39536653,Unreliable
California,6,"Bacterial infection, unspecified",A49.9,36,39536653,0.1
California,6,Creutzfeldt-Jakob disease - CJD,A81.0,51,39536653,0.1
California,6,Unspecified viral encephalitis,A86,10,39536653,Unreliable
California,6,West Nile fever,A92.3,34,39536653,0.1
